Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Ground Temperature [C](TimeStep),Environment:Site Surface Ground Temperature [C](TimeStep),EMS:BEE_var [J](TimeStep),DX COOLING COIL_UNIT1:Cooling Coil Electricity Energy [J](TimeStep),DX COOLING COIL_UNIT1:Cooling Coil Runtime Fraction [](TimeStep),MAIN DX HEATING COIL_UNIT1:Heating Coil Electricity Energy [J](TimeStep),MAIN DX HEATING COIL_UNIT1:Heating Coil Defrost Electricity Energy [J](TimeStep),MAIN DX HEATING COIL_UNIT1:Heating Coil Crankcase Heater Electricity Energy [J](TimeStep),MAIN DX HEATING COIL_UNIT1:Heating Coil Runtime Fraction [](TimeStep),HEAT PUMP WATER HEATER EVAPORATOR_UNIT1:Cooling Coil Runtime Fraction [](TimeStep),SUPPLY FAN_UNIT1:Fan Electricity Energy [J](TimeStep),SUPPLY FAN_UNIT1:Fan Air Mass Flow Rate [kg/s](TimeStep),OASUPPLYFAN_UNIT1:Fan Electricity Energy [J](TimeStep),OASUPPLYFAN_UNIT1:Fan Air Mass Flow Rate [kg/s](TimeStep),OAEXHAUSTFAN_UNIT1:Fan Electricity Energy [J](TimeStep),OAEXHAUSTFAN_UNIT1:Fan Air Mass Flow Rate [kg/s](TimeStep),HEAT PUMP WATER HEATER FAN_UNIT1:Fan Electricity Energy [J](TimeStep),HEAT PUMP WATER HEATER FAN_UNIT1:Fan Air Mass Flow Rate [kg/s](TimeStep),SUPPLY FAN_UNIT1:Fan Runtime Fraction [](TimeStep),OASUPPLYFAN_UNIT1:Fan Runtime Fraction [](TimeStep),OAEXHAUSTFAN_UNIT1:Fan Runtime Fraction [](TimeStep),HEAT PUMP WATER HEATER FAN_UNIT1:Fan Runtime Fraction [](TimeStep),LIVING_UNIT1:Zone Mean Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Mean Air Dewpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Mean Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Mean Air Dewpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Whole Building:Facility Total Building Electricity Demand Rate [W](TimeStep),Whole Building:Facility Total HVAC Electricity Demand Rate [W](TimeStep),OCCUPANCY:Schedule Value [](TimeStep),OA_HEAT_RECOVERY_UNIT1:Heat Exchanger Electricity Energy [J](TimeStep),SUPP HEATING COIL_UNIT1:Heating Coil Electricity Energy [J](TimeStep),Electricity:Building [J](TimeStep),Electricity:Zone:LIVING_UNIT1 [J](TimeStep),Electricity:HVAC [J](TimeStep) 
 08/03  22:00:00,28.9,23.9,13.0,4569540.795532245,3841279.3349623598,0.4175704023171825,0.0,0.0,0.0,0.0,0.0,377434.921795539,0.142781833342437,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.4175704023171825,1.0,1.0,0.0,24.306590517955127,14.32257596062635,28.308306877121909,23.598134876567497,0.0,24.33985054889734,1477.3468312139337,1201.5936427502098,1.0,0.0,0.0,5143274.6127171409,5143274.6127171409,4295857.113900755 
 08/03  23:00:00,27.8,23.9,13.0,4295857.113900755,2627243.727792978,0.29019430043567048,0.0,0.0,0.0,0.0,0.7266949955302764,262301.78787252955,0.09776486104811583,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,28225.87176210383,0.0658699036247865,0.29019430043567048,1.0,1.0,0.7266949955302764,23.996241217097205,14.315828577154985,27.26075391087344,23.649178081993669,0.0,23.98866371521679,1185.8135463741874,1203.804143923974,1.0,0.0,0.0,4102397.32953754,4102397.32953754,2994914.2445704687 
 08/03  24:00:00,26.7,23.9,13.0,2994914.2445704687,2415931.0798838494,0.26988657827830517,0.0,0.0,0.0,0.0,0.0,243945.97653681958,0.0902031485620245,38571.42857142859,0.03398513588362889,38571.42857142859,0.03398513588362889,0.0,0.0,0.26988657827830517,1.0,1.0,0.0,24.199770712757414,14.953543122017266,25.30189981055986,23.43015158647602,0.0,24.200939532857654,932.9414906420697,768.5833093232018,1.0,0.0,0.0,3198484.434672712,3198484.434672712,2737019.9135635264 
 08/04  01:00:00,26.7,23.9,13.0,2737019.9135635264,1816101.8102965332,0.20245864434571263,0.0,0.0,0.0,0.0,0.0,182998.9917183134,0.06694378596715767,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.20245864434571265,1.0,1.0,0.0,24.381795847663406,15.769870577692306,25.74136362005816,24.207072554877358,0.0,24.38592057913375,734.4294302504549,585.0343497660288,1.0,0.0,0.0,2486500.2610301256,2486500.2610301256,2076243.6591577039 
 08/04  02:00:00,25.6,23.9,13.0,2076243.6591577039,1414500.461692584,0.15901455588902245,0.0,0.0,0.0,0.0,0.0,143730.60478730175,0.052214529327266469,38571.42857142859,0.03398513588362889,38571.42857142859,0.03398513588362889,0.0,0.0,0.15901455588902245,1.0,1.0,0.0,24.39932756673337,16.422707751017798,23.682155063211736,23.472043875691396,0.0,24.39999410363856,675.9375396916198,462.57053433965089,1.0,0.0,0.0,2275929.455018319,2275929.455018319,1635373.923622743 
 08/04  03:00:00,25.6,23.9,13.0,1635373.923622743,1250894.4712141955,0.14040959167043805,0.0,0.0,0.0,0.0,0.0,126913.88795133156,0.04597203878205618,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.14040959167043805,1.0,1.0,0.0,24.399157929217794,16.959666611307616,22.889678344911034,22.890515366382457,0.0,24.39998588859332,656.6262208138272,412.45311564121786,1.0,0.0,0.0,2206408.707058266,2206408.707058266,1454951.2163083843 
 08/04  04:00:00,26.1,23.9,13.0,1454951.2163083843,1227236.6599615617,0.1366817573274576,0.0,0.0,0.0,0.0,0.0,123544.36066706588,0.044725874124211018,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.1366817573274576,1.0,1.0,0.0,24.401697446872029,17.64835996016432,23.087278112707517,23.08727808175303,0.0,24.39998547522303,642.3965952685165,404.94552160319025,1.0,0.0,0.0,2155182.0550951475,2155182.0550951475,1427923.877771485 
 08/04  05:00:00,25.6,23.9,13.0,1427923.877771485,1109868.6225788445,0.12417007507359912,0.0,0.0,0.0,0.0,0.0,112235.25976621069,0.040554018928986388,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.12417007507359912,1.0,1.0,0.0,24.40374522659468,18.305426337155997,22.828077678499829,22.828078144442313,0.0,24.39989091687327,681.1241573596384,369.2018720799757,1.0,0.0,0.0,2291055.620266884,2291055.620266884,1299246.7394879126 
 08/04  06:00:00,25.0,23.9,13.0,1299246.7394879126,1075027.0910849218,0.12080708953341896,0.0,0.0,0.0,0.0,0.0,109195.51322930629,0.03943540009726632,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.12080708953341896,1.0,1.0,0.0,24.398448977648454,18.513358750003815,22.30000021034551,22.300118320791748,0.0,24.3999692141892,827.8484840495394,358.67929484919037,1.0,0.0,0.0,2813501.501521538,2813501.501521538,1261365.4614570854 
 08/04  07:00:00,26.7,23.9,13.0,1261365.4614570854,1682426.5412964798,0.18540051441750264,0.0,0.0,0.0,0.0,0.0,167580.4325970144,0.06112517614964792,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.18540051441750264,0.9999999999999999,0.9999999999999999,0.0,24.400800488488625,18.658188301004598,25.298157296073357,24.681618418745015,0.0,24.399936849909513,940.079127492616,543.6193975100977,1.0,0.0,0.0,3371875.054726362,3371875.054726362,1927149.8310363515 
 08/04  08:00:00,28.9,23.9,13.0,1927149.8310363515,3349884.043796167,0.3602759757610479,0.0,0.0,0.0,0.0,0.0,325647.44527293616,0.12212234060101079,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,0.0,0.0,0.3602759757610479,0.9999999999999998,0.9999999999999998,0.0,24.288364610560789,17.770254093013184,28.992800873814735,24.7904975146443,0.0,24.287388065318816,1039.0433223256026,1050.7095406144334,0.8831,0.0,0.0,3729475.7780087266,3729475.7780087266,3752674.34621196 
 08/04  09:00:00,30.0,23.9,13.0,3752674.34621196,5119434.649948647,0.5469678880797847,0.0,0.0,0.0,0.0,0.791480501263838,494395.15089302518,0.19226827774156048,38571.428571428594,0.033985135883628909,38571.428571428594,0.033985135883628909,30742.233355517845,0.07174226416834409,0.5469678880797847,0.9999999999999999,0.9999999999999999,0.7914805012638378,23.38795256935147,15.431082851024048,32.862143030280538,24.658082686499854,0.0,23.357672765468505,917.6371937703589,1995.4122803715248,0.40861,0.0,0.0,3298618.617333378,3298618.617333378,5721714.891340046 
 08/04  10:00:00,32.2,23.9,13.0,5721714.891340046,8308161.434303542,0.8741468547162581,0.0,0.0,0.0,0.0,0.0,790126.7616593018,0.3227616296663944,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.8741468547162581,0.9999999999999996,0.9999999999999996,0.0,22.664901513135069,12.68449885717161,35.738081157105558,24.14641801852821,0.0,22.615204374881534,868.3100883737611,2557.030848084916,0.24189,0.0,0.0,3122592.2634365067,3122592.2634365067,9175431.0531057 
 08/04  11:00:00,33.3,23.9,13.0,9175431.0531057,9090078.47210882,0.9493907285388862,0.0,0.0,0.0,0.0,0.0,858138.4441785646,0.35489537412721008,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.9493907285388862,1.0,1.0,0.0,22.33013286943754,11.34422288044894,36.608022555832807,24.158872750291605,0.0,22.29175026786126,883.9390863112235,2793.1221592861786,0.24189,0.0,0.0,3178856.656011372,3178856.656011372,10025359.773430244 
 08/04  12:00:00,34.4,23.9,13.0,10025359.773430244,9223203.570054096,0.9589969351709351,0.0,0.0,0.0,0.0,0.0,866821.3341267012,0.3590458337612716,38571.42857142859,0.03398513588362889,38571.42857142859,0.03398513588362889,0.0,0.0,0.9589969351709351,1.0,1.0,0.0,22.2143890832465,10.119631859230763,38.739437803427779,22.50571333421356,0.0,22.20848874807646,896.0890701815263,2832.5132670343484,0.24189,0.0,0.0,3222596.597944462,3222596.597944462,10167167.761323655 
 08/04  13:00:00,36.1,23.9,13.0,10167167.761323655,9499420.261115704,0.9737937765661773,0.0,0.0,0.0,0.0,0.0,880195.9522601771,0.36551729699049526,38571.4285714286,0.03398513588362889,38571.4285714286,0.03398513588362889,0.0,0.0,0.9737937765661773,0.9999999999999998,0.9999999999999998,0.0,22.19984084899029,9.08114279287232,42.139842445337659,20.829150769426805,0.0,22.200049340211867,882.8203609842079,2912.9552973663164,0.24189,0.0,0.0,3174829.2448341168,3174829.2448341168,10456759.07051874 
 08/04  14:00:00,38.3,23.9,13.0,10456759.07051874,9009409.87789136,0.9021781477558122,0.0,0.0,0.0,0.0,0.75,815463.7798902432,0.33466164865455658,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,29131.071428571424,0.06798234200380098,0.9021781477558122,1.0,1.0,0.75,22.35247288174186,8.905088132042409,41.17798954893449,20.01977984229187,0.0,22.35724157515901,867.8910881013399,3129.6687664405915,0.24189,0.0,0.0,3121083.862455791,3121083.862455791,9931147.586353032 
 08/04  15:00:00,37.2,23.9,13.0,9931147.586353032,9076529.666915892,0.9193759455896303,0.0,0.0,0.0,0.0,0.07074754899251289,831008.5825018326,0.342425271676836,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,2747.935870796332,0.006412778762052901,0.9193759455896303,0.9999999999999999,0.9999999999999999,0.07074754899251289,22.781670939150563,8.542654314610859,43.81853221157416,19.628013843754098,0.0,22.777649709384396,870.4095511484984,2817.6793586097539,0.24189,0.0,0.0,3130150.3294255619,3130150.3294255619,9987429.042431379 
 08/04  16:00:00,37.2,23.9,13.0,9987429.042431379,8198125.00640342,0.8150690293060564,0.0,0.0,0.0,0.0,0.0,736727.300658681,0.3007033988930294,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.8150690293060565,1.0,1.0,0.0,23.940058681682616,11.002491504800143,39.23571957395511,22.647643047904326,0.0,23.9293773683457,945.293772971199,2511.631990056933,0.24189,0.0,0.0,3397295.8878673256,3397295.8878673256,9011995.164204959 
 08/04  17:00:00,36.1,23.9,13.0,9011995.164204959,7893844.9327079909,0.7909892815848963,0.0,0.0,0.0,0.0,0.0,714962.0183312979,0.28797082753643496,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.7909892815848963,0.9999999999999999,0.9999999999999999,0.0,24.394583789581416,11.869599363848622,37.650003340918569,23.17481913567927,0.0,24.399998091646105,1193.736007511781,2421.063835606151,0.29498,0.0,0.0,4285039.822795357,4285039.822795357,8685949.808182147 
 08/04  18:00:00,33.9,23.9,13.0,8685949.808182147,8080238.810062965,0.8308390383436564,0.0,0.0,0.0,0.0,0.0,750981.5487921495,0.3042131581789083,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.8308390383436564,0.9999999999999999,0.9999999999999999,0.0,24.40150268436458,12.327969754331681,34.866443919122257,23.05741498888181,0.0,24.399998865629216,1504.2713108477468,2482.845337777214,0.5531,0.0,0.0,5398091.6345649179,5398091.6345649179,8908363.215997974 
 08/04  19:00:00,32.2,23.9,13.0,8908363.215997974,7295746.898978473,0.7658295976574939,0.0,0.0,0.0,0.0,0.0,692220.5996798715,0.27731922007894807,38571.42857142859,0.03398513588362889,38571.42857142859,0.03398513588362889,0.0,0.0,0.7658295976574939,1.0,1.0,0.0,24.40185258792815,12.699275966539015,32.62273485180453,23.80403801362819,0.0,24.399991754673235,1655.0271979439256,2248.608432167,0.89693,0.0,0.0,5779156.670941541,5779156.670941541,8065110.3558012009 
 08/04  20:00:00,30.6,23.9,13.0,8065110.3558012009,5295491.284238491,0.5668540335149296,0.0,0.0,0.0,0.0,0.4285714285714285,512369.90606120249,0.1988784278551321,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,16646.32653061224,0.03884705257360055,0.5668540335149296,0.9999999999999998,0.9999999999999998,0.4285714285714285,24.400746061741289,13.105972788226263,30.680767835300395,23.923587794396555,0.0,24.399973873064569,1630.020698462338,1858.352650823332,0.89693,0.0,0.0,5686615.049543408,5686615.049543408,5901650.373973162 
 08/04  21:00:00,29.4,23.9,13.0,5901650.373973162,4388804.938267897,0.4757801989285757,0.0,0.0,0.0,0.0,0.3792283718644074,430049.7860431896,0.1645054793186192,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,14729.77171803053,0.03437444383150768,0.4757801989285757,0.9999999999999999,0.9999999999999999,0.3792283718644074,24.40066564899668,13.756322937046376,29.14643860203521,24.696053540017159,0.0,24.399990092436917,1609.87442968351,1564.4943082800915,0.89693,0.0,0.0,5614088.481939626,5614088.481939626,4910727.3531719739 
 08/04  22:00:00,29.4,23.9,13.0,4910727.3531719739,4211052.706166231,0.4561610026766708,0.0,0.0,0.0,0.0,0.0,412316.3217891683,0.15694653096518339,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.4561610026766708,1.0,1.0,0.0,24.400911582135856,13.899250995815472,28.57404183336215,24.319913124388969,0.0,24.39992225156999,1477.3468312139335,1313.9977458606268,1.0,0.0,0.0,5143274.6127171409,5143274.6127171409,4700511.885098256 
 08/04  23:00:00,28.9,23.9,13.0,4700511.885098256,3768302.416118268,0.41049472014341717,0.0,0.0,0.0,0.0,0.0,371039.3306974021,0.14021179439285545,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.41049472014341728,1.0,1.0,0.0,24.251070367810379,14.278415191495148,27.763635952578146,24.80525565296003,0.0,24.24625819181464,1185.8135463741874,1179.545723321813,1.0,0.0,0.0,4102397.32953754,4102397.32953754,4216484.603958528 
 08/04  24:00:00,27.8,23.9,13.0,4216484.603958528,2696130.2856826668,0.2969972955365406,0.0,0.0,0.0,0.0,0.0,268450.90167375616,0.09965263925063589,38571.42857142859,0.03398513588362889,38571.42857142859,0.03398513588362889,0.0,0.0,0.2969972955365406,1.0,1.0,0.0,24.377747981103263,14.905707565301185,25.756924876377274,23.976594126877467,0.0,24.3785554318561,932.9414906420697,853.2233456942445,1.0,0.0,0.0,3198484.434672712,3198484.434672712,3041724.04449928 
 08/05  01:00:00,27.2,23.9,13.0,3041724.04449928,2226930.7614027184,0.2466281070197544,0.0,0.0,0.0,0.0,0.0,222923.03230552138,0.08208530078822657,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.24662810701975444,1.0,1.0,0.0,24.398596850000648,15.841346592948938,25.60123522744065,24.600690509097555,0.0,24.39998437692373,740.2246706245592,710.2435141253047,1.0,0.0,0.0,2507363.126376901,2507363.126376901,2526996.650851097 
 08/05  02:00:00,26.7,23.9,13.0,2526996.650851097,1842719.7603668562,0.20455371147992847,0.0,0.0,0.0,0.0,0.0,184892.68795629176,0.06763868214864158,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.20455371147992847,0.9999999999999999,0.9999999999999999,0.0,24.39937028783977,16.366000436237738,24.1926811008832,23.939214297373405,0.0,24.39999351163506,679.4312682558734,592.9542515183346,1.0,0.0,0.0,2288506.8778496326,2288506.8778496326,2104755.305466005 
 08/05  03:00:00,26.1,23.9,13.0,2104755.305466005,1568050.070512414,0.17515652482201156,0.0,0.0,0.0,0.0,0.0,158321.06126611349,0.05765556997986428,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.17515652482201156,1.0,1.0,0.0,24.40216155480158,16.64904112337869,24.70407417259137,23.322582728442695,0.0,24.39999274296556,658.9075088286876,509.27610803371797,1.0,0.0,0.0,2214621.3439117635,2214621.3439117635,1803513.9889213849 
 08/05  04:00:00,24.4,23.9,13.0,1803513.9889213849,1135702.3375648582,0.12906744202679866,0.0,0.0,0.0,0.0,0.0,116661.90806965264,0.0421853139766261,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.12906744202679866,0.9999999999999998,0.9999999999999998,0.0,24.399360583989833,17.015872290297044,22.6519589163343,22.446768544112019,0.0,24.399991424864539,643.6687072935783,377.6075285492689,1.0,0.0,0.0,2159761.658385371,2159761.658385371,1329507.1027773682 
 08/05  05:00:00,23.9,23.9,13.0,1329507.1027773682,912101.8685962516,0.10409297180061128,0.0,0.0,0.0,0.0,0.0,94087.90099348547,0.033892888040106847,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.10409297180061128,1.0,1.0,0.0,24.399422713358669,17.394220815197799,21.599051969476784,21.60036255152563,0.0,24.399999631874715,683.5481417172584,309.22572964794287,1.0,0.0,0.0,2299781.9639543166,2299781.9639543166,1083332.6267325944 
 08/05  06:00:00,23.9,23.9,13.0,1083332.6267325944,836062.6888474508,0.09532499914236072,0.0,0.0,0.0,0.0,0.0,86162.67675295493,0.030996558739604248,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.09532499914236072,1.0,1.0,0.0,24.39669020935749,17.72564368983619,20.98060407086907,20.98102432515171,0.0,24.398161196736127,831.6659052068616,285.90228409535077,1.0,0.0,0.0,2827244.217687898,2827244.217687898,999368.222743263 
 08/05  07:00:00,25.0,23.9,13.0,999368.222743263,457874.1007392274,0.05155939443281638,0.0,0.0,0.0,0.0,0.7092823327698403,46603.676643713654,0.016858890784748106,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,27549.53906525598,0.06429156549815074,0.05155939443281638,0.9999999999999998,0.9999999999999998,0.7092823327698403,24.401532092400968,17.961883115674419,22.9967449247767,22.83763342362803,0.0,24.399997970048667,949.6122479534822,539.7610958396806,1.0,0.0,0.0,3406194.2883854808,3406194.2883854808,609170.1735910543 
 08/05  08:00:00,28.3,23.9,13.0,609170.1735910543,3041058.8546481786,0.3299026403468506,0.0,0.0,0.0,0.0,0.0,298193.4940036138,0.11124608704183918,38571.428571428594,0.03398513588362891,38571.428571428594,0.03398513588362891,0.0,0.0,0.3299026403468506,1.0000000000000003,1.0000000000000003,0.0,24.40050791352198,17.254237839974395,27.90660191629882,24.037024371134135,0.0,24.39999286836151,1057.9506694471843,957.2986682762921,0.8831,0.0,0.0,3797542.2276464195,3797542.2276464195,3416395.2057946498 
 08/05  09:00:00,30.6,23.9,13.0,3416395.2057946498,6168723.547991034,0.6557957273610127,0.0,0.0,0.0,0.0,0.0,592762.8196270922,0.2339223392021617,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.6557957273610127,1.0,1.0,0.0,23.361095145904249,14.846970105559932,32.17506292983778,24.1480195816096,0.0,23.324645654148907,946.8005581827415,1907.9192291002729,0.40861,0.0,0.0,3403606.7292179537,3403606.7292179537,6838629.224760982 
 08/05  10:00:00,32.2,23.9,13.0,6838629.224760982,8274635.927858888,0.8730399823677875,0.0,0.0,0.0,0.0,0.0,789126.278205579,0.32218047583699246,38571.4285714286,0.0339851358836289,38571.4285714286,0.0339851358836289,0.0,0.0,0.8730399823677875,1.0000000000000003,1.0000000000000003,0.0,22.704147564557688,12.269225377887956,36.84429015998326,23.431280097924025,0.0,22.66713683086916,907.9148232421416,2547.440295335369,0.24189,0.0,0.0,3265169.3089626759,3265169.3089626759,9140905.063207325 
 08/05  11:00:00,34.4,23.9,13.0,9140905.063207325,8856894.75175806,0.9178060122800988,0.0,0.0,0.0,0.0,0.375,829589.545969025,0.34169156843583328,38571.42857142859,0.03398513588362889,38571.42857142859,0.03398513588362889,14565.535714285712,0.03399117100190049,0.9178060122800988,1.0,1.0,0.375,22.313991378728816,10.448954618536144,38.91423085450217,21.88705071158599,0.0,22.26051832212266,927.8850431811844,2903.8924298943936,0.24189,0.0,0.0,3337062.1007432315,3337062.1007432315,9778192.690584228 
 08/05  12:00:00,33.9,23.9,13.0,9778192.690584228,8418095.609952819,0.884890398339863,0.0,0.0,0.0,0.0,0.5114540881393126,799837.6715439115,0.3273123611269524,38571.428571428594,0.033985135883628909,38571.428571428594,0.033985135883628909,19865.60743202824,0.04635979565217189,0.8848903983398629,0.9999999999999999,0.9999999999999999,0.5114540881393126,22.200869661965038,9.414089593728857,42.73489914703186,21.18550504144803,0.0,22.20006451143407,940.7449161731128,2847.4683625729469,0.24189,0.0,0.0,3383357.6435141728,3383357.6435141728,9314941.746071617 
 08/05  13:00:00,35.0,23.9,13.0,9314941.746071617,6355452.580138791,0.6550645989099825,0.0,0.0,0.0,0.0,0.0,592101.9648150515,0.23376210539321735,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.6550645989099825,1.0,1.0,0.0,23.40894709444303,9.723482844194459,43.2480879751368,20.665310467892934,0.0,23.43448260920796,923.4112459390897,1959.6048339157499,0.24189,0.0,0.0,3320956.43067169,3320956.43067169,7024697.402096699 
 08/05  14:00:00,35.0,23.9,13.0,7024697.402096699,6168828.6161275249,0.633260045811574,0.0,0.0,0.0,0.0,0.0,572393.1929581009,0.22465897737719987,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.633260045811574,1.0,1.0,0.0,24.079121557930493,9.954579150001356,43.36847026575582,20.282173948767868,0.0,24.10443237727002,905.0325331677411,1902.290185063467,0.24189,0.0,0.0,3254793.064694836,3254793.064694836,6818364.666228482 
 08/05  15:00:00,37.2,23.9,13.0,6818364.666228482,7602942.965537842,0.7577488881337727,0.0,0.0,0.0,0.0,0.0,684916.5811234474,0.2741233491047241,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.7577488881337727,1.0,1.0,0.0,24.39150623583827,9.926489495982505,44.26724332235983,20.191914800681926,0.0,24.39999563288951,903.6175306509658,2331.911778834485,0.24189,0.0,0.0,3249699.055634444,3249699.055634444,8365002.403804146 
 08/05  16:00:00,33.9,23.9,13.0,8365002.403804146,7290921.260075318,0.7579797502115554,0.0,0.0,0.0,0.0,0.0,685125.2535048947,0.27411336841704955,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,0.0,0.0,0.7579797502115554,0.9999999999999997,0.9999999999999997,0.0,24.40182855878408,9.735928249076247,41.752823652211777,21.30004941451935,0.0,24.399992196766435,976.7189761929882,2245.2970474230749,0.24189,0.0,0.0,3510426.619465768,3510426.619465768,8053189.370723069 
 08/05  17:00:00,28.3,23.9,13.0,8053189.370723069,5327927.804942437,0.5938801305244384,0.0,0.0,0.0,0.0,0.0,536798.3443667366,0.20896675110065536,38571.428571428616,0.03398513588362891,38571.428571428616,0.03398513588362891,0.0,0.0,0.5938801305244384,1.000000000000001,1.000000000000001,0.0,24.400261056706716,10.814495740447244,33.77309307002336,23.990331309776978,0.0,24.399999592275138,1224.3742721570939,1658.8191684588988,0.29498,0.0,0.0,4395337.575518478,4395337.575518478,5941869.0064520309 
 08/05  18:00:00,25.6,23.9,13.0,5941869.0064520309,3543450.675425303,0.40665147184574848,0.0,0.0,0.0,0.0,0.7956318914042232,367565.48266453886,0.13904332608047516,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,30903.479279127743,0.07211855913409726,0.40665147184574848,0.9999999999999999,0.9999999999999999,0.7956318914042232,24.40018662066786,11.850324539673324,31.101766429180324,24.55644214435027,0.0,24.39999722491963,1534.6606994995767,1517.848028415666,0.5531,0.0,0.0,5507493.433711505,5507493.433711505,4019062.4945118275 
 08/05  19:00:00,28.3,23.9,13.0,4019062.4945118275,4580685.878023831,0.5075464357636876,0.0,0.0,0.0,0.0,0.0,458762.7576739993,0.17608327145521894,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.5075464357636876,0.9999999999999999,0.9999999999999999,0.0,24.400790254514015,12.168416348188649,29.55000022510758,23.628933099874258,0.0,24.399999938048646,1685.419019750601,1429.5754146779687,0.89693,0.0,0.0,5888567.229445574,5888567.229445574,5116591.492840687 
 08/05  20:00:00,28.3,23.9,13.0,5116591.492840687,4048189.106051365,0.4476253073217221,0.0,0.0,0.0,0.0,0.0,404601.04912882667,0.15379859174240344,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.4476253073217221,1.0,1.0,0.0,24.400459689846909,12.766068863942975,28.446344457153488,23.985465381974327,0.0,24.39996082529965,1660.8800780624377,1266.614725645291,0.89693,0.0,0.0,5797708.816103766,5797708.816103766,4529933.012323048 
 08/05  21:00:00,27.2,23.9,13.0,4529933.012323048,3455926.6729140419,0.38618645230386736,0.0,0.0,0.0,0.0,0.0,349067.4928466044,0.13139110973157543,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.38618645230386736,1.0,1.0,0.0,24.388880960711086,13.416343382078815,27.19916912919585,24.737252928298486,0.0,24.388358570166504,1640.7656599655348,1086.671395250973,0.89693,0.0,0.0,5725296.910954915,5725296.910954915,3882137.0229035036 
 08/05  22:00:00,27.0,23.9,13.0,3882137.0229035036,3210632.3391064775,0.3595467207920131,0.0,0.0,0.0,0.0,0.0,324988.2838700224,0.1218132547957137,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.3595467207920131,1.0,1.0,0.0,24.310477336683463,13.479339317968126,26.82612545923426,21.9495025654223,0.0,24.30512051469943,1508.2393842540715,1011.8454111442659,1.0,0.0,0.0,5254487.803661637,5254487.803661637,3612763.480119357 
